"Text","Date","Time","Draft","Facebook","Twitter/X","LinkedIn","GBP","Instagram","Pinterest","TikTok","Youtube","Threads","Bluesky","Picture Url 1","Picture Url 2","Picture Url 3","Picture Url 4","Picture Url 5","Picture Url 6","Picture Url 7","Picture Url 8","Picture Url 9","Picture Url 10","Alt text picture 1","Alt text picture 2","Alt text picture 3","Alt text picture 4","Alt text picture 5","Alt text picture 6","Alt text picture 7","Alt text picture 8","Alt text picture 9","Alt text picture 10","Document title","Shortener","Video Thumbnail Url","Video Cover Frame","Twitter/X Can reply","Twitter/X Type","Twitter/X Poll Duration minutes","Twitter/X Poll Option 1","Twitter/X Poll Option 2","Twitter/X Poll Option 3","Twitter/X Poll Option 4","Pinterest Board","Pinterest Pin Title","Pinterest Pin Link","Pinterest Pin New Format","Instagram Post Type","Instagram Show Reel On Feed","Instagram Trial Reel Share Automatically","Youtube Video Title","Youtube Video Type","Youtube Video Privacy","Youtube video for kids","Youtube AI generated content","Youtube Video Category","Youtube Video Tags","Youtube playlist","GBP Post Type","Facebook Post Type","Facebook Title","First Comment Text","TikTok Title","TikTok disable comments","TikTok disable duet","TikTok disable stitch","TikTok Post Privacy","TikTok Branded Content","TikTok Your Brand","TikTok Auto Add Music","TikTok Photo Cover Index","TikTok musicId","TikTok music title","TikTok music author","TikTok music previewUrl","TikTok music thumbnailUrl","TikTok music soundVolume","TikTok music originalVolume","TikTok music startMillis","TikTok music endMillis","TikTok Ai generated content","LinkedIn Type","LinkedIn Poll Question","LinkedIn Poll Option 1","LinkedIn Poll Option 2","LinkedIn Poll Option 3","LinkedIn Poll Option 4","LinkedIn Poll Duration","LinkedIn Show link preview","LinkedIn Images as Carousel","Threads Reply Control","Threads Is Spoiler","Threads Post Type","Brand name (Optional)"
"No existen emociones malas. Existen emociones incómodas que te cuidan 👇

El miedo te protege, la rabia defiende tus límites, la tristeza te ayuda a procesar una pérdida. Cada una trae información. El problema no es sentirlas, es no saber leerlas.

Recuerda: las emociones son información, no órdenes. Tú decides qué hacer.

¿Cuál te cuesta más aceptar? 👇
.
.
#emociones #saludmental #regulacionemocional #psicologia #inteligenciaemocional #DBT","2026-09-01","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel11/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel11/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel11/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel11/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel11/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel11/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"¿Y si pudieras cambiar cómo te sientes cambiando lo que haces? 👇

La acción opuesta de DBT: cuando una emoción te empuja a algo que no te conviene, haces lo contrario, a propósito. La ansiedad dice ""evita"" → te acercas. La tristeza dice ""aíslate"" → conectas.

Ojo: solo cuando la emoción no encaja con los hechos. Si hay peligro real, el miedo sí sirve.

Guárdalo para tu próxima emoción intensa 🔖
.
.
#DBT #regulacionemocional #ansiedad #saludmental #psicologia #inteligenciaemocional","2026-09-03","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel12/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel12/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel12/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel12/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel12/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel12/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Si sientes que TODO te afecta más de lo normal, revisa esto 👇

Un cuerpo agotado siente todo más fuerte. La habilidad PLEASE de DBT es simple: cuida tu salud física, come equilibrado, duerme bien, evita sustancias que alteren tu ánimo y muévete a diario.

No es un lujo: cuidar tu cuerpo ES regular tu mente.

¿Cuál de estos tienes más descuidado? 👇
.
.
#regulacionemocional #saludmental #autocuidado #bienestaremocional #DBT #psicologia","2026-09-05","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel13/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel13/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel13/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel13/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel13/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel13/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"No reaccionas a lo que pasa, sino a cómo lo interpretas 👇

Muchas veces la historia que te cuentas no es la realidad. Verificar los hechos es preguntarte: ¿qué pasó exactamente?, ¿qué estoy asumiendo?, ¿hay otra explicación que no sea la peor?

Cuando ves que tu emoción se basa en una suposición, su fuerza cae y puedes elegir mejor.

Guárdalo para releerlo cuando la mente se acelere 🔖
.
.
#pensamientos #saludmental #regulacionemocional #psicologia #DBT #bienestaremocional","2026-09-08","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel14/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel14/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel14/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel14/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel14/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel14/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"El mito que te hace sufrir de más 👇

Nos enseñaron a tapar la tristeza, la rabia o el miedo. Pero no existen emociones ""malas"", solo incómodas, y cada una cumple una función. Lo que reprimes no desaparece: se acumula y sale peor.

En vez de rechazar lo que sientes, permítete sentirlo sin juzgarte. Así se procesa.

Compártelo con quien necesita leerlo 💛
.
.
#emociones #saludmental #psicologia #bienestaremocional #regulacionemocional #DBT","2026-09-10","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel15/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel15/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel15/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel15/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel15/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel15/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"El bienestar no solo llega: también se siembra 👇

Acumular emociones positivas es hacer cada día algo que te gusta (y saborearlo) y, a largo plazo, construir una vida alineada con tus valores. Así creas un colchón para los días difíciles.

Cuando algo bueno pase, quédate ahí unos segundos más. Entrénate para notar lo que sí funciona.

¿Qué pequeño gusto vas a darte hoy? 👇
.
.
#bienestaremocional #saludmental #autocuidado #psicologia #DBT #habitossaludables","2026-09-12","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel16/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel16/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel16/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel16/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel16/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel16/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cuando el malestar aprieta y no sabes qué hacer, usa tus sentidos 👇 El autoconsuelo no es evadir: es darte un respiro para poder seguir. Vista, oído, tacto, olfato y gusto anclan tu cuerpo al presente, que es donde no vive la angustia. ¿Cuál te calma más? 👇
.
#autocuidado #ansiedad #saludmental #DBT #regulacionemocional","2026-09-15","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel17/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel17/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel17/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel17/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel17/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel17/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Distraerte no es huir: es esperar a que baje la ola 👇 Cuando la emoción está en su pico, no es momento de decidir. Estas 4 formas sanas (actividades, contribuir, emociones opuestas y sensaciones) te ayudan a atravesar la crisis sin empeorarla. Guárdalo.
.
#DBT #toleranciaalmalestar #saludmental #ansiedad #psicologia","2026-09-17","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel18/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel18/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel18/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel18/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel18/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel18/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"El impulso grita ""ahora"". Esto te devuelve el poder de elegir 👇 Antes de mandar ese mensaje o tomar esa decisión en caliente, escribe los pros y contras de ceder y de resistir. Ver los costos por escrito le quita fuerza al impulso. ¿Te ha salvado alguna vez esperar? 👇
.
#regulacionemocional #DBT #saludmental #psicologia #autocontrol","2026-09-19","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel19/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel19/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel19/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel19/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel19/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel19/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pedir bien no es exigir ni rogar 👇 La fórmula DEAR: Describe los hechos, Expresa cómo te sientes, Afirma lo que quieres y Refuerza el beneficio para ambos. Así te escuchan sin que se ponga tenso. Guárdalo para esa conversación pendiente.
.
#comunicacion #asertividad #relaciones #DBT #psicologia","2026-09-22","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel22/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel22/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel22/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel22/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel22/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel22/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
