"Text","Date","Time","Draft","Facebook","Twitter/X","LinkedIn","GBP","Instagram","Pinterest","TikTok","Youtube","Threads","Bluesky","Picture Url 1","Picture Url 2","Picture Url 3","Picture Url 4","Picture Url 5","Picture Url 6","Picture Url 7","Picture Url 8","Picture Url 9","Picture Url 10","Alt text picture 1","Alt text picture 2","Alt text picture 3","Alt text picture 4","Alt text picture 5","Alt text picture 6","Alt text picture 7","Alt text picture 8","Alt text picture 9","Alt text picture 10","Document title","Shortener","Video Thumbnail Url","Video Cover Frame","Twitter/X Can reply","Twitter/X Type","Twitter/X Poll Duration minutes","Twitter/X Poll Option 1","Twitter/X Poll Option 2","Twitter/X Poll Option 3","Twitter/X Poll Option 4","Pinterest Board","Pinterest Pin Title","Pinterest Pin Link","Pinterest Pin New Format","Instagram Post Type","Instagram Show Reel On Feed","Instagram Trial Reel Share Automatically","Youtube Video Title","Youtube Video Type","Youtube Video Privacy","Youtube video for kids","Youtube AI generated content","Youtube Video Category","Youtube Video Tags","Youtube playlist","GBP Post Type","Facebook Post Type","Facebook Title","First Comment Text","TikTok Title","TikTok disable comments","TikTok disable duet","TikTok disable stitch","TikTok Post Privacy","TikTok Branded Content","TikTok Your Brand","TikTok Auto Add Music","TikTok Photo Cover Index","TikTok musicId","TikTok music title","TikTok music author","TikTok music previewUrl","TikTok music thumbnailUrl","TikTok music soundVolume","TikTok music originalVolume","TikTok music startMillis","TikTok music endMillis","TikTok Ai generated content","LinkedIn Type","LinkedIn Poll Question","LinkedIn Poll Option 1","LinkedIn Poll Option 2","LinkedIn Poll Option 3","LinkedIn Poll Option 4","LinkedIn Poll Duration","LinkedIn Show link preview","LinkedIn Images as Carousel","Threads Reply Control","Threads Is Spoiler","Threads Post Type","Brand name (Optional)"
"¿Qué pasa en tu cabeza en una reunión si tenés ansiedad social? 👇

Tu atención deja de estar en la conversación y pasa a monitorearte a vos mismo: cómo te ves, qué dijiste, si sonó bien. Además sobreestimás cuánto te está mirando la gente, que en realidad está pensando en sí misma.

¿Te pasa repasar después buscando errores?
.
.
#ansiedadsocial #ansiedad #saludmental #psicologia #DBT","2026-11-17","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel57/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel57/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel57/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel57/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel57/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel57/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"¿Por qué revisar y confirmar de más no te calma en realidad? 👇

Preguntar ""¿de verdad estás bien conmigo?"" muchas veces, o revisar la puerta varias veces, alivia por un segundo. Pero le enseña a tu cerebro que sin eso no estás a salvo, y la necesidad crece en vez de bajar.

Tolerar la duda, sin buscar confirmación, es lo que rompe el ciclo.
.
.
#ansiedad #DBT #saludmental #psicologia #toleranciaalmalestar","2026-11-21","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel58/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel58/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel58/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel58/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel58/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel58/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Grounding 5-4-3-2-1: para frenar una crisis con tus sentidos 👇

Cuando la mente se acelera, el cuerpo ancla. Nombrá 5 cosas que ves, 4 que tocás, 3 sonidos, 2 olores y 1 cosa que te gusta de vos. Cuanto más específico, más te trae de vuelta al presente.

Guárdalo antes de necesitarlo.
.
.
#ansiedad #grounding #saludmental #psicologia #DBT #ataquesdepanico","2026-11-24","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel59/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel59/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel59/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel59/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel59/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel59/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cuando cada sensación del cuerpo se lee como una posible enfermedad 👇

La ansiedad por la salud hace que un dolor de cabeza normal se sienta ""grave"". Cuanto más monitoreás tu cuerpo, más notás cosas que siempre estuvieron ahí. Googlear síntomas calma un momento y después dispara más miedo.

El objetivo no es sentir cero síntomas, es no dispararte una alarma por cada uno.
.
.
#ansiedad #saludmental #psicologia #DBT #hipocondria","2026-11-28","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel60/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel60/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel60/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel60/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel60/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel60/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"¿Por qué evitar al médico empeora la ansiedad, no la calma? 👇

No ir por miedo a un diagnóstico alivia hoy, pero cada vez que evitás, tu cerebro aprende que ese chequeo era peligroso. Sin enfrentarlo, nunca comprobás que probablemente no era tan grave, y el miedo crece en el vacío.

Un paso pequeño —agendar el turno— rompe el ciclo.
.
.
#ansiedad #saludmental #psicologia #DBT #evitacion","2026-12-01","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel61/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel61/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel61/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel61/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel61/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel61/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"¿Por qué de noche todo pesa más? No es que los problemas crezcan 👇

De noche perdés las distracciones del día, baja la luz, y tu cerebro tiene más espacio libre para rumiar sin freno. Sumale el cansancio, que baja tus defensas emocionales, y todo se siente más grande de lo que es.

Anotá la preocupación y comprometete a pensarla mañana, con la mente descansada.
.
.
#ansiedad #insomnio #saludmental #psicologia #DBT","2026-12-05","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel62/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel62/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel62/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel62/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel62/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel62/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cuando nada te da placer, no es flojera: tiene nombre 👇

La anhedonia es que el sistema de recompensa del cerebro está apagado. Comer, ver una serie, estar con amigos, todo se siente plano. No se fuerza con ""pensá positivo"": la acción viene antes que las ganas, y reactiva el circuito de a poco.

Es tratable, y no es tu culpa.
.
.
#depresion #saludmental #psicologia #anhedonia #bienestaremocional","2026-12-08","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel63/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel63/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel63/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel63/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel63/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel63/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Tristeza y depresión no son lo mismo, y la diferencia importa 👇

La tristeza es una emoción que va y viene, con causa clara. La depresión afecta energía, sueño, apetito y pensamiento, se sostiene en el tiempo, y no siempre tiene un ""por qué"" evidente.

Si hace más de dos semanas que nada se siente igual, vale la pena hablarlo con un profesional.
.
.
#depresion #saludmental #psicologia #bienestaremocional #DBT","2026-12-12","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel64/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel64/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel64/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel64/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel64/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel64/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sonreís, cumplís, rendís... y por dentro estás mal. Tiene nombre 👇

La depresión de alta funcionalidad es seguir cumpliendo mientras cargás un peso constante que nadie ve. El funcionamiento se vuelve una máscara tan buena que ni vos mismo lo notás del todo, y el agotamiento se paga en privado.

Funcionar no es lo mismo que estar bien.
.
.
#depresion #saludmental #psicologia #bienestaremocional","2026-12-15","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel65/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel65/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel65/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel65/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel65/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel65/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cuando estás en el fondo, hacer ""todo"" es imposible. Esto ayuda más 👇

No necesitás una rutina perfecta, necesitás una mínima viable. Elegí 3 cosas, no 10: levantarte, tomar agua, un mensaje a alguien. Bajá la meta hasta que sea imposible fallar, y sumá de a una cuando tengas más energía.

No es floja tu rutina mínima. Es inteligente.
.
.
#depresion #saludmental #psicologia #autocuidado #bienestaremocional","2026-12-19","12:30:00","false","false","false","false","false","true","false","false","false","false","false","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel66/slide1.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel66/slide2.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel66/slide3.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel66/slide4.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel66/slide5.png","https://raw.githubusercontent.com/EstebanA22/instagram-content-cdn/main/carrusel66/slide6.png","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","POST","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
